Zipcode;State;City;ZipCodeType;LocationType
64146;MO;KANSAS CITY;STANDARD;PRIMARY
64147;MO;KANSAS CITY;STANDARD;PRIMARY
64147;MO;MARTIN CITY;STANDARD;ACCEPTABLE
64148;MO;KANSAS CITY;PO BOX;PRIMARY
64148;MO;K C;PO BOX;NOT ACCEPTABLE
64149;MO;KANSAS CITY;STANDARD;PRIMARY
64150;MO;RIVERSIDE;STANDARD;PRIMARY
64150;MO;KANSAS CITY;STANDARD;ACCEPTABLE
64150;MO;NORTHMOOR;STANDARD;ACCEPTABLE
64151;MO;KANSAS CITY;STANDARD;PRIMARY
64151;MO;HOUSTON LAKE;STANDARD;ACCEPTABLE
64151;MO;LAKE WAUKOMIS;STANDARD;ACCEPTABLE
64151;MO;NORTHMOOR;STANDARD;ACCEPTABLE
64151;MO;PLATTE WOODS;STANDARD;ACCEPTABLE
64151;MO;RIVERSIDE;STANDARD;ACCEPTABLE
64151;MO;PARKVILLE;STANDARD;NOT ACCEPTABLE
64152;MO;KANSAS CITY;STANDARD;PRIMARY
64152;MO;PARKVILLE;STANDARD;ACCEPTABLE
64152;MO;WEATHERBY LAKE;STANDARD;ACCEPTABLE
64152;MO;WTHRBY LAKE;STANDARD;ACCEPTABLE
64153;MO;KANSAS CITY;STANDARD;PRIMARY
64153;MO;WEATHERBY LAKE;STANDARD;ACCEPTABLE
64153;MO;WTHRBY LAKE;STANDARD;ACCEPTABLE
64154;MO;KANSAS CITY;STANDARD;PRIMARY
64155;MO;KANSAS CITY;STANDARD;PRIMARY
64155;MO;GLADSTONE;STANDARD;NOT ACCEPTABLE
64156;MO;KANSAS CITY;STANDARD;PRIMARY
64156;MO;GLADSTONE;STANDARD;NOT ACCEPTABLE
64157;MO;KANSAS CITY;STANDARD;PRIMARY
64158;MO;KANSAS CITY;STANDARD;PRIMARY
64161;MO;KANSAS CITY;STANDARD;PRIMARY
64161;MO;BIRMINGHAM;STANDARD;ACCEPTABLE
64161;MO;RANDOLPH;STANDARD;ACCEPTABLE
64163;MO;KANSAS CITY;STANDARD;PRIMARY
64163;MO;FERRELVIEW;STANDARD;ACCEPTABLE
64164;MO;KANSAS CITY;STANDARD;PRIMARY
64165;MO;KANSAS CITY;STANDARD;PRIMARY
64165;MO;GLADSTONE;STANDARD;NOT ACCEPTABLE
64166;MO;KANSAS CITY;STANDARD;PRIMARY
64166;MO;GLADSTONE;STANDARD;NOT ACCEPTABLE
64167;MO;KANSAS CITY;STANDARD;PRIMARY
64168;MO;KANSAS CITY;PO BOX;PRIMARY
64168;MO;RIVERSIDE;PO BOX;ACCEPTABLE
64170;MO;KANSAS CITY;UNIQUE;PRIMARY
64170;MO;INTERNAL REVENUE SERVICE;UNIQUE;NOT ACCEPTABLE
64170;MO;MIDWEST SERVICE CENTER;UNIQUE;NOT ACCEPTABLE
64171;MO;KANSAS CITY;PO BOX;PRIMARY
64171;MO;K C;PO BOX;NOT ACCEPTABLE
64171;MO;KS CITY;PO BOX;NOT ACCEPTABLE
64179;MO;KANSAS CITY;PO BOX;PRIMARY
64180;MO;KANSAS CITY;UNIQUE;PRIMARY
64180;MO;COMMERCE BANK;UNIQUE;NOT ACCEPTABLE
64184;MO;KANSAS CITY;UNIQUE;PRIMARY
64184;MO;COMMERCE BANK;UNIQUE;NOT ACCEPTABLE
64187;MO;KANSAS CITY;UNIQUE;PRIMARY
64187;MO;UNITED MISSOURI BANK;UNIQUE;NOT ACCEPTABLE
64188;MO;KANSAS CITY;PO BOX;PRIMARY
64188;MO;GLADSTONE;PO BOX;NOT ACCEPTABLE
64188;MO;K C;PO BOX;NOT ACCEPTABLE
64188;MO;KS CITY;PO BOX;NOT ACCEPTABLE
64190;MO;KANSAS CITY;PO BOX;PRIMARY
64191;MO;KANSAS CITY;PO BOX;PRIMARY
64195;MO;KANSAS CITY;PO BOX;PRIMARY
64196;MO;KANSAS CITY;PO BOX;PRIMARY
64197;MO;KANSAS CITY;UNIQUE;PRIMARY
64197;MO;MARINE CORPS FINANCE CENTER;UNIQUE;NOT ACCEPTABLE
64198;MO;KANSAS CITY;UNIQUE;PRIMARY
64198;MO;FEDERAL RESERVE;UNIQUE;NOT ACCEPTABLE
64199;MO;KANSAS CITY;PO BOX;PRIMARY
64999;MO;KANSAS CITY;UNIQUE;PRIMARY
64999;MO;IRS SERVICE CENTER;UNIQUE;NOT ACCEPTABLE
64999;MO;K C;UNIQUE;NOT ACCEPTABLE
64999;MO;KS CITY;UNIQUE;NOT ACCEPTABLE
64060;MO;KEARNEY;STANDARD;PRIMARY
63758;MO;KELSO;PO BOX;PRIMARY
63857;MO;KENNETT;STANDARD;PRIMARY
63857;MO;CARUTH;STANDARD;NOT ACCEPTABLE
63860;MO;KEWANEE;PO BOX;PRIMARY
64649;MO;KIDDER;STANDARD;PRIMARY
65686;MO;KIMBERLING CITY;STANDARD;PRIMARY
65686;MO;KIMBERLING CY;STANDARD;ACCEPTABLE
64463;MO;KING CITY;STANDARD;PRIMARY
64650;MO;KINGSTON;STANDARD;PRIMARY
64061;MO;KINGSVILLE;STANDARD;PRIMARY
65679;MO;KIRBYVILLE;STANDARD;PRIMARY
65679;MO;MILDRED;STANDARD;NOT ACCEPTABLE
65679;MO;MINCY;STANDARD;NOT ACCEPTABLE
65680;MO;KISSEE MILLS;STANDARD;PRIMARY
63651;MO;KNOB LICK;PO BOX;PRIMARY
65692;MO;KOSHKONONG;STANDARD;PRIMARY
64651;MO;LACLEDE;STANDARD;PRIMARY
65532;MO;LAKE SPRING;PO BOX;PRIMARY
64759;MO;LAMAR;STANDARD;PRIMARY
64759;MO;IANTHA;STANDARD;ACCEPTABLE
64759;MO;IRWIN;STANDARD;ACCEPTABLE
64766;MO;MILFORD;PO BOX;PRIMARY
64766;MO;LAMAR;PO BOX;ACCEPTABLE
65681;MO;LAMPE;STANDARD;PRIMARY
64847;MO;LANAGAN;STANDARD;PRIMARY
65534;MO;LAQUEY;STANDARD;PRIMARY
64652;MO;LAREDO;STANDARD;PRIMARY
64848;MO;LA RUSSELL;STANDARD;PRIMARY
64848;MO;LARUSSELL;STANDARD;NOT ACCEPTABLE
64465;MO;LATHROP;STANDARD;PRIMARY
64062;MO;LAWSON;STANDARD;PRIMARY
64062;MO;ELMIRA;STANDARD;ACCEPTABLE
65535;MO;LEASBURG;STANDARD;PRIMARY
65536;MO;LEBANON;STANDARD;PRIMARY
64002;MO;LEES SUMMIT;UNIQUE;PRIMARY
64002;MO;HOMELAND NBC;UNIQUE;NOT ACCEPTABLE
64063;MO;LEES SUMMIT;STANDARD;PRIMARY
64063;MO;LAKE LOTAWANA;STANDARD;NOT ACCEPTABLE
64063;MO;LK LOTAWANA;STANDARD;NOT ACCEPTABLE
64063;MO;LS;STANDARD;NOT ACCEPTABLE
64063;MO;UNITY VILLAGE;STANDARD;NOT ACCEPTABLE
64063;MO;UNITY VLG;STANDARD;NOT ACCEPTABLE
64064;MO;LEES SUMMIT;STANDARD;PRIMARY
64064;MO;BLUE SPRINGS;STANDARD;ACCEPTABLE
64064;MO;LS;STANDARD;NOT ACCEPTABLE
64064;MO;UNITY VILLAGE;STANDARD;NOT ACCEPTABLE
64065;MO;LEES SUMMIT;UNIQUE;PRIMARY
64065;MO;UNITY VILLAGE;UNIQUE;ACCEPTABLE
64065;MO;UNITY SCHOOL OF CHRISTIANITY;UNIQUE;NOT ACCEPTABLE
64065;MO;UNITY VLG;UNIQUE;NOT ACCEPTABLE
64081;MO;LEES SUMMIT;STANDARD;PRIMARY
64081;MO;LS;STANDARD;NOT ACCEPTABLE
64082;MO;LEES SUMMIT;STANDARD;PRIMARY
64082;MO;LS;STANDARD;NOT ACCEPTABLE
64086;MO;LEES SUMMIT;STANDARD;PRIMARY
64086;MO;LAKE LOTAWANA;STANDARD;ACCEPTABLE
64086;MO;LONE JACK;STANDARD;ACCEPTABLE
64086;MO;LS;STANDARD;NOT ACCEPTABLE
64761;MO;LEETON;STANDARD;PRIMARY
63760;MO;LEOPOLD;STANDARD;PRIMARY
63654;MO;LESTERVILLE;STANDARD;PRIMARY
64066;MO;LEVASY;PO BOX;PRIMARY
64067;MO;LEXINGTON;STANDARD;PRIMARY
64762;MO;LIBERAL;STANDARD;PRIMARY
64068;MO;LIBERTY;STANDARD;PRIMARY
64068;MO;PLEASANT VALLEY;STANDARD;ACCEPTABLE
64068;MO;PLEASANT VLY;STANDARD;ACCEPTABLE
64069;MO;LIBERTY;PO BOX;PRIMARY
65542;MO;LICKING;STANDARD;PRIMARY
63862;MO;LILBOURN;STANDARD;PRIMARY
63862;MO;NORTH LILBOURN;STANDARD;NOT ACCEPTABLE
64653;MO;LINNEUS;STANDARD;PRIMARY
65682;MO;LOCKWOOD;STANDARD;PRIMARY
63950;MO;LODI;STANDARD;PRIMARY
64070;MO;LONE JACK;STANDARD;PRIMARY
65590;MO;LONG LANE;STANDARD;PRIMARY
65590;MO;CEDAR RIDGE;STANDARD;NOT ACCEPTABLE
65685;MO;LOUISBURG;STANDARD;PRIMARY
63951;MO;LOWNDES;STANDARD;PRIMARY
64763;MO;LOWRY CITY;STANDARD;PRIMARY
64655;MO;LUCERNE;STANDARD;PRIMARY
64656;MO;LUDLOW;STANDARD;PRIMARY
64657;MO;MC FALL;STANDARD;PRIMARY
64657;MO;MCFALL;STANDARD;NOT ACCEPTABLE
63763;MO;MC GEE;STANDARD;PRIMARY
65786;MO;MACKS CREEK;STANDARD;PRIMARY
65786;MO;BRANCH;STANDARD;NOT ACCEPTABLE
65702;MO;MACOMB;STANDARD;PRIMARY
64466;MO;MAITLAND;STANDARD;PRIMARY
63863;MO;MALDEN;STANDARD;PRIMARY
65704;MO;MANSFIELD;STANDARD;PRIMARY
63764;MO;MARBLE HILL;STANDARD;PRIMARY
63764;MO;LUTESVILLE;STANDARD;ACCEPTABLE
63764;MO;SCOPUS;STANDARD;ACCEPTABLE
64658;MO;MARCELINE;STANDARD;PRIMARY
65705;MO;MARIONVILLE;STANDARD;PRIMARY
63655;MO;MARQUAND;STANDARD;PRIMARY
63655;MO;ALLBRIGHT;STANDARD;NOT ACCEPTABLE
63655;MO;BIG CREEK;STANDARD;NOT ACCEPTABLE
63655;MO;BUCKHORN;STANDARD;NOT ACCEPTABLE
63655;MO;GRAVELTON;STANDARD;NOT ACCEPTABLE
65706;MO;MARSHFIELD;STANDARD;PRIMARY
63866;MO;MARSTON;PO BOX;PRIMARY
64467;MO;MARTINSVILLE;STANDARD;PRIMARY
64468;MO;MARYVILLE;STANDARD;PRIMARY
63867;MO;MATTHEWS;STANDARD;PRIMARY
64469;MO;MAYSVILLE;STANDARD;PRIMARY
64469;MO;FAIRPORT;STANDARD;ACCEPTABLE
64071;MO;MAYVIEW;STANDARD;PRIMARY
64659;MO;MEADVILLE;STANDARD;PRIMARY
64660;MO;MENDON;STANDARD;PRIMARY
64661;MO;MERCER;STANDARD;PRIMARY
64765;MO;METZ;PO BOX;PRIMARY
63656;MO;MIDDLE BROOK;STANDARD;PRIMARY
65707;MO;MILLER;STANDARD;PRIMARY
65707;MO;CAPPS CREEK;STANDARD;NOT ACCEPTABLE
65707;MO;GRAYS POINT;STANDARD;NOT ACCEPTABLE
63766;MO;MILLERSVILLE;STANDARD;PRIMARY
63952;MO;MILL SPRING;STANDARD;PRIMARY
64767;MO;MILO;STANDARD;PRIMARY
64769;MO;MINDENMINES;STANDARD;PRIMARY
63660;MO;MINERAL POINT;STANDARD;PRIMARY
63660;MO;HOPEWELL;STANDARD;NOT ACCEPTABLE
63660;MO;SPRINGTOWN;STANDARD;NOT ACCEPTABLE
63660;MO;STONEY POINT;STANDARD;NOT ACCEPTABLE
64072;MO;MISSOURI CITY;PO BOX;PRIMARY
65708;MO;MONETT;STANDARD;PRIMARY
65546;MO;MONTIER;PO BOX;PRIMARY
65591;MO;MONTREAL;STANDARD;PRIMARY
64770;MO;MONTROSE;STANDARD;PRIMARY
65777;MO;MOODY;STANDARD;PRIMARY
64664;MO;MOORESVILLE;STANDARD;PRIMARY
63868;MO;MOREHOUSE;PO BOX;PRIMARY
63767;MO;MORLEY;PO BOX;PRIMARY
65645;MO;EUDORA;PO BOX;PRIMARY
65645;MO;MORRISVILLE;PO BOX;ACCEPTABLE
65710;MO;MORRISVILLE;STANDARD;PRIMARY
64470;MO;MOUND CITY;STANDARD;PRIMARY
64771;MO;MOUNDVILLE;STANDARD;PRIMARY
65638;MO;DRURY;STANDARD;PRIMARY
65711;MO;MOUNTAIN GROVE;STANDARD;PRIMARY
65711;MO;MOUNTAIN GRV;STANDARD;ACCEPTABLE
65711;MO;MANES;STANDARD;NOT ACCEPTABLE
65768;MO;VANZANT;STANDARD;PRIMARY
65548;MO;MOUNTAIN VIEW;STANDARD;PRIMARY
65712;MO;MOUNT VERNON;STANDARD;PRIMARY
65712;MO;HOBERG;STANDARD;NOT ACCEPTABLE
65778;MO;MYRTLE;STANDARD;PRIMARY
64074;MO;NAPOLEON;STANDARD;PRIMARY
63953;MO;NAYLOR;STANDARD;PRIMARY
64849;MO;NECK CITY;PO BOX;PRIMARY
63954;MO;NEELYVILLE;STANDARD;PRIMARY
64850;MO;NEOSHO;STANDARD;PRIMARY
64772;MO;NEVADA;STANDARD;PRIMARY
64772;MO;CAMP CLARK;STANDARD;NOT ACCEPTABLE
65461;MO;DUKE;STANDARD;PRIMARY
65461;MO;NEWBURG;STANDARD;NOT ACCEPTABLE
65529;MO;JEROME;STANDARD;PRIMARY
65550;MO;NEWBURG;STANDARD;PRIMARY
65550;MO;BIG PINEY;STANDARD;NOT ACCEPTABLE
64471;MO;NEW HAMPTON;STANDARD;PRIMARY
63869;MO;NEW MADRID;STANDARD;PRIMARY
63869;MO;HOWARDVILLE;STANDARD;NOT ACCEPTABLE
64645;MO;HARRIS;STANDARD;PRIMARY
64667;MO;NEWTOWN;STANDARD;PRIMARY
65713;MO;NIANGUA;STANDARD;PRIMARY
65714;MO;NIXA;STANDARD;PRIMARY
64854;MO;NOEL;STANDARD;PRIMARY
64668;MO;NORBORNE;STANDARD;PRIMARY
64680;MO;STET;PO BOX;PRIMARY
64680;MO;NORBORNE;PO BOX;ACCEPTABLE
65717;MO;NORWOOD;STANDARD;PRIMARY
64075;MO;OAK GROVE;STANDARD;PRIMARY
63769;MO;OAK RIDGE;STANDARD;PRIMARY
63769;MO;APPLE CREEK;STANDARD;NOT ACCEPTABLE
64076;MO;ODESSA;STANDARD;PRIMARY
64076;MO;LAKE LAFAYETTE;STANDARD;NOT ACCEPTABLE
63770;MO;OLD APPLETON;STANDARD;PRIMARY
65720;MO;OLDFIELD;STANDARD;PRIMARY
63771;MO;ORAN;STANDARD;PRIMARY
63771;MO;PAINTON;STANDARD;ACCEPTABLE
63771;MO;HAYWOOD CITY;STANDARD;NOT ACCEPTABLE
64473;MO;OREGON;STANDARD;PRIMARY
64473;MO;NEW POINT;STANDARD;ACCEPTABLE
64473;MO;NW POINT;STANDARD;ACCEPTABLE
64855;MO;ORONOGO;STANDARD;PRIMARY
64077;MO;ORRICK;STANDARD;PRIMARY
64474;MO;OSBORN;STANDARD;PRIMARY
64776;MO;OSCEOLA;STANDARD;PRIMARY
64776;MO;VISTA;STANDARD;ACCEPTABLE
64776;MO;DAMASCUS;STANDARD;NOT ACCEPTABLE
63955;MO;OXLY;STANDARD;PRIMARY
65721;MO;OZARK;STANDARD;PRIMARY
65721;MO;FINLEY;STANDARD;NOT ACCEPTABLE
63870;MO;PARMA;STANDARD;PRIMARY
64475;MO;PARNELL;STANDARD;PRIMARY
63956;MO;PATTERSON;STANDARD;PRIMARY
63662;MO;PATTON;STANDARD;PRIMARY
64670;MO;PATTONSBURG;STANDARD;PRIMARY
65788;MO;PEACE VALLEY;STANDARD;PRIMARY
64078;MO;PECULIAR;STANDARD;PRIMARY
63774;MO;PERKINS;PO BOX;PRIMARY
63747;MO;FRIEDHEIM;STANDARD;PRIMARY
63747;MO;PERRYVILLE;STANDARD;ACCEPTABLE
63775;MO;PERRYVILLE;STANDARD;PRIMARY
63775;MO;BIEHLE;STANDARD;NOT ACCEPTABLE
63775;MO;BREWER;STANDARD;NOT ACCEPTABLE
63775;MO;CROSSTOWN;STANDARD;NOT ACCEPTABLE
63775;MO;HIGHLAND;STANDARD;NOT ACCEPTABLE
63775;MO;LITHIUM;STANDARD;NOT ACCEPTABLE
63775;MO;LONGTOWN;STANDARD;NOT ACCEPTABLE
63775;MO;PARKER LAKE;STANDARD;NOT ACCEPTABLE
63775;MO;SERENO;STANDARD;NOT ACCEPTABLE
63775;MO;SILVER LAKE;STANDARD;NOT ACCEPTABLE
63775;MO;YOUNT;STANDARD;NOT ACCEPTABLE
63776;MO;MC BRIDE;PO BOX;PRIMARY
63776;MO;PERRYVILLE;PO BOX;ACCEPTABLE
63783;MO;UNIONTOWN;STANDARD;PRIMARY
63783;MO;PERRYVILLE;STANDARD;NOT ACCEPTABLE
65722;MO;PHILLIPSBURG;STANDARD;PRIMARY
64476;MO;PICKERING;STANDARD;PRIMARY
63957;MO;PIEDMONT;STANDARD;PRIMARY
65723;MO;PIERCE CITY;STANDARD;PRIMARY
65723;MO;BERWICK;STANDARD;NOT ACCEPTABLE
63663;MO;PILOT KNOB;PO BOX;PRIMARY
64856;MO;PINEVILLE;STANDARD;PRIMARY
64856;MO;JANE;STANDARD;ACCEPTABLE
65724;MO;PITTSBURG;STANDARD;PRIMARY
65543;MO;LYNCHBURG;STANDARD;PRIMARY
65552;MO;PLATO;STANDARD;PRIMARY
65552;MO;EVENING SHADE;STANDARD;NOT ACCEPTABLE
65552;MO;PALACE;STANDARD;NOT ACCEPTABLE
64079;MO;PLATTE CITY;STANDARD;PRIMARY
64079;MO;TRACY;STANDARD;NOT ACCEPTABLE
64477;MO;PLATTSBURG;STANDARD;PRIMARY
64080;MO;PLEASANT HILL;STANDARD;PRIMARY
65725;MO;PLEASANT HOPE;STANDARD;PRIMARY
63779;MO;POCAHONTAS;PO BOX;PRIMARY
65726;MO;POINT LOOKOUT;PO BOX;PRIMARY
64671;MO;POLO;STANDARD;PRIMARY
64671;MO;MIRABILE;STANDARD;NOT ACCEPTABLE
65789;MO;POMONA;STANDARD;PRIMARY
65728;MO;PONCE DE LEON;STANDARD;PRIMARY
65729;MO;PONTIAC;STANDARD;PRIMARY
63901;MO;POPLAR BLUFF;STANDARD;PRIMARY
63901;MO;ROMBAUER;STANDARD;ACCEPTABLE
63902;MO;POPLAR BLUFF;PO BOX;PRIMARY
63873;MO;PORTAGEVILLE;STANDARD;PRIMARY
63873;MO;CONRAN;STANDARD;ACCEPTABLE
63873;MO;BOEKERTON;STANDARD;NOT ACCEPTABLE
63873;MO;HAYWARD;STANDARD;NOT ACCEPTABLE
63873;MO;POINT PLEASANT;STANDARD;NOT ACCEPTABLE
63664;MO;POTOSI;STANDARD;PRIMARY
65790;MO;POTTERSVILLE;STANDARD;PRIMARY
65730;MO;POWELL;STANDARD;PRIMARY
65731;MO;POWERSITE;STANDARD;PRIMARY
64672;MO;POWERSVILLE;STANDARD;PRIMARY
65732;MO;PRESTON;STANDARD;PRIMARY
64673;MO;PRINCETON;STANDARD;PRIMARY
65733;MO;PROTEM;STANDARD;PRIMARY
64857;MO;PURCELL;PO BOX;PRIMARY
64674;MO;PURDIN;STANDARD;PRIMARY
65734;MO;PURDY;STANDARD;PRIMARY
63960;MO;PUXICO;STANDARD;PRIMARY
63960;MO;ACORNRIDGE;STANDARD;NOT ACCEPTABLE
63960;MO;ASHERVILLE;STANDARD;NOT ACCEPTABLE
63960;MO;KINDER;STANDARD;NOT ACCEPTABLE
65735;MO;QUINCY;STANDARD;PRIMARY
63938;MO;FAGUS;PO BOX;PRIMARY
63938;MO;QULIN;PO BOX;NOT ACCEPTABLE
63961;MO;QULIN;STANDARD;PRIMARY
64858;MO;RACINE;PO BOX;PRIMARY
64479;MO;RAVENWOOD;STANDARD;PRIMARY
65555;MO;RAYMONDVILLE;STANDARD;PRIMARY
64083;MO;RAYMORE;STANDARD;PRIMARY
64083;MO;LEES SUMMIT;STANDARD;ACCEPTABLE
64084;MO;RAYVILLE;STANDARD;PRIMARY
64480;MO;REA;STANDARD;PRIMARY
63665;MO;REDFORD;STANDARD;PRIMARY
64859;MO;REEDS;STANDARD;PRIMARY
65737;MO;REEDS SPRING;STANDARD;PRIMARY
65737;MO;BRANSON WEST;STANDARD;ACCEPTABLE
65737;MO;LAKEVIEW;STANDARD;NOT ACCEPTABLE
65738;MO;REPUBLIC;STANDARD;PRIMARY
63666;MO;REYNOLDS;PO BOX;PRIMARY
64778;MO;RICHARDS;STANDARD;PRIMARY
64778;MO;HORTON;STANDARD;ACCEPTABLE
64779;MO;RICH HILL;STANDARD;PRIMARY
65556;MO;RICHLAND;STANDARD;PRIMARY
65556;MO;SWEDEBORG;STANDARD;ACCEPTABLE
64085;MO;RICHMOND;STANDARD;PRIMARY
65739;MO;RIDGEDALE;STANDARD;PRIMARY
64481;MO;RIDGEWAY;STANDARD;PRIMARY
64481;MO;MOUNT MORIAH;STANDARD;ACCEPTABLE
63874;MO;RISCO;PO BOX;PRIMARY
63875;MO;RIVES;PO BOX;PRIMARY
65787;MO;ROACH;STANDARD;PRIMARY
65557;MO;ROBY;STANDARD;PRIMARY
65740;MO;ROCKAWAY BEACH;STANDARD;PRIMARY
65740;MO;MERRIAM VLG;STANDARD;ACCEPTABLE
65740;MO;MERRIAM WOODS VILLAGE;STANDARD;ACCEPTABLE
65740;MO;ROCKAWAY BCH;STANDARD;ACCEPTABLE
65741;MO;ROCKBRIDGE;PO BOX;PRIMARY
64482;MO;ROCK PORT;STANDARD;PRIMARY
64482;MO;ROCKPORT;STANDARD;NOT ACCEPTABLE
64496;MO;WATSON;STANDARD;PRIMARY
64780;MO;ROCKVILLE;STANDARD;PRIMARY
64780;MO;PRAIRIE CITY;STANDARD;NOT ACCEPTABLE
64780;MO;TABERVILLE;STANDARD;NOT ACCEPTABLE
64861;MO;ROCKY COMFORT;STANDARD;PRIMARY
65742;MO;ROGERSVILLE;STANDARD;PRIMARY
65742;MO;LINDEN;STANDARD;NOT ACCEPTABLE
65401;MO;ROLLA;STANDARD;PRIMARY
65401;MO;LECOMA;STANDARD;ACCEPTABLE
65402;MO;ROLLA;PO BOX;PRIMARY
65409;MO;ROLLA;UNIQUE;PRIMARY
65409;MO;MISSOURI S & T;UNIQUE;NOT ACCEPTABLE
65541;MO;LENOX;STANDARD;PRIMARY
63962;MO;ROMBAUER;PO BOX;PRIMARY
64781;MO;ROSCOE;PO BOX;PRIMARY
64483;MO;ROSENDALE;STANDARD;PRIMARY
64676;MO;ROTHVILLE;STANDARD;PRIMARY
65744;MO;RUETER;STANDARD;PRIMARY
64484;MO;RUSHVILLE;STANDARD;PRIMARY
64484;MO;WINTHROP;STANDARD;NOT ACCEPTABLE
64864;MO;SAGINAW;PO BOX;PRIMARY
63670;MO;SAINTE GENEVIEVE;STANDARD;PRIMARY
63670;MO;NEW OFFENBURG;STANDARD;ACCEPTABLE
63670;MO;STE GENEVIEVE;STANDARD;ACCEPTABLE
63670;MO;CLEARWATER;STANDARD;NOT ACCEPTABLE
63670;MO;COFFMAN;STANDARD;NOT ACCEPTABLE
63670;MO;LAKE FOREST;STANDARD;NOT ACCEPTABLE
63670;MO;ROCKY RIDGE;STANDARD;NOT ACCEPTABLE
63670;MO;WEINGARTEN;STANDARD;NOT ACCEPTABLE
63670;MO;ZELL;STANDARD;NOT ACCEPTABLE
65559;MO;SAINT JAMES;STANDARD;PRIMARY
65559;MO;HIGH GATE;STANDARD;NOT ACCEPTABLE
65559;MO;ROSATI;STANDARD;NOT ACCEPTABLE
65559;MO;SAFE;STANDARD;NOT ACCEPTABLE
64501;MO;SAINT JOSEPH;STANDARD;PRIMARY
64501;MO;ST JOSEPH;STANDARD;NOT ACCEPTABLE
64502;MO;SAINT JOSEPH;PO BOX;PRIMARY
64503;MO;SAINT JOSEPH;STANDARD;PRIMARY
64504;MO;SAINT JOSEPH;STANDARD;PRIMARY
64505;MO;SAINT JOSEPH;STANDARD;PRIMARY
64505;MO;COUNTRY CLUB;STANDARD;ACCEPTABLE
64505;MO;ST JOSEPH;STANDARD;NOT ACCEPTABLE
64506;MO;SAINT JOSEPH;STANDARD;PRIMARY
64506;MO;COUNTRY CLUB;STANDARD;ACCEPTABLE
64507;MO;SAINT JOSEPH;STANDARD;PRIMARY
64508;MO;SAINT JOSEPH;PO BOX;PRIMARY
63673;MO;SAINT MARY;STANDARD;PRIMARY
63673;MO;SAINT MARYS;STANDARD;NOT ACCEPTABLE
65449;MO;COOK STA;STANDARD;PRIMARY
65560;MO;SALEM;STANDARD;PRIMARY
65560;MO;DOSS;STANDARD;NOT ACCEPTABLE
65560;MO;GLADDEN;STANDARD;NOT ACCEPTABLE
65560;MO;MAPLES;STANDARD;NOT ACCEPTABLE
65560;MO;SHANNONDALE;STANDARD;NOT ACCEPTABLE
65560;MO;SLIGO;STANDARD;NOT ACCEPTABLE
65560;MO;TIMBER;STANDARD;NOT ACCEPTABLE
64862;MO;SARCOXIE;STANDARD;PRIMARY
64485;MO;SAVANNAH;STANDARD;PRIMARY
64783;MO;SCHELL CITY;STANDARD;PRIMARY
63780;MO;SCOTT CITY;STANDARD;PRIMARY
63781;MO;SEDGEWICKVILLE;STANDARD;PRIMARY
63781;MO;SEDGEWICKVLLE;STANDARD;ACCEPTABLE
65745;MO;SELIGMAN;STANDARD;PRIMARY
63876;MO;SENATH;STANDARD;PRIMARY
64865;MO;SENECA;STANDARD;PRIMARY
64865;MO;HART;STANDARD;NOT ACCEPTABLE
64865;MO;HORNET;STANDARD;NOT ACCEPTABLE
65746;MO;SEYMOUR;STANDARD;PRIMARY
65746;MO;CEDAR GAP;STANDARD;NOT ACCEPTABLE
64784;MO;SHELDON;STANDARD;PRIMARY
65747;MO;SHELL KNOB;STANDARD;PRIMARY
65747;MO;VIOLA;STANDARD;NOT ACCEPTABLE
64486;MO;SHERIDAN;STANDARD;PRIMARY
64088;MO;SIBLEY;STANDARD;PRIMARY
64088;MO;FT OSAGE;STANDARD;NOT ACCEPTABLE
63801;MO;SIKESTON;STANDARD;PRIMARY
63801;MO;MINER;STANDARD;ACCEPTABLE
63934;MO;CLUBB;STANDARD;PRIMARY
63934;MO;SILVA;STANDARD;ACCEPTABLE
63964;MO;SILVA;STANDARD;PRIMARY
63964;MO;COLDWATER;STANDARD;NOT ACCEPTABLE
64487;MO;SKIDMORE;STANDARD;PRIMARY
64487;MO;QUITMAN;STANDARD;ACCEPTABLE
64089;MO;SMITHVILLE;STANDARD;PRIMARY
64089;MO;PARADISE;STANDARD;NOT ACCEPTABLE
65752;MO;SOUTH GREENFIELD;STANDARD;PRIMARY
65752;MO;S GREENFIELD;STANDARD;ACCEPTABLE
64863;MO;SOUTH WEST CITY;STANDARD;PRIMARY
64863;MO;SOUTH WEST CY;STANDARD;ACCEPTABLE
65753;MO;SPARTA;STANDARD;PRIMARY
65753;MO;ELKHEAD;STANDARD;NOT ACCEPTABLE
64679;MO;SPICKARD;STANDARD;PRIMARY
65630;MO;CHESTNUTRIDGE;STANDARD;PRIMARY
65630;MO;SADDLEBROOKE;STANDARD;ACCEPTABLE
65754;MO;SPOKANE;STANDARD;PRIMARY
65801;MO;SPRINGFIELD;PO BOX;PRIMARY
65802;MO;SPRINGFIELD;STANDARD;PRIMARY
65803;MO;SPRINGFIELD;STANDARD;PRIMARY
65804;MO;SPRINGFIELD;STANDARD;PRIMARY
65805;MO;SPRINGFIELD;PO BOX;PRIMARY
65806;MO;SPRINGFIELD;STANDARD;PRIMARY
65807;MO;SPRINGFIELD;STANDARD;PRIMARY
65808;MO;SPRINGFIELD;PO BOX;PRIMARY
